year,teamID,playerID,role,days_IL,WARx,delta_WAR,delta_wins,note
1897,SLN,sudhowi01,pit,30,11.364490339571708,-1.8329823128341463,-1.8329823128341463,
1983,CAL,forscke01,pit,30,11.290464961799588,-1.821042735774127,-1.821042735774127,
2020,BOS,houckta01,pit,30,11.272774106358096,-1.8181893719932412,-1.8181893719932412,
1957,CIN,grossdo01,pit,30,11.256885563950735,-1.8156267038630218,-1.8156267038630218,
1887,IN3,shrevle01,pit,30,11.238958783775331,-1.8127352877056986,-1.8127352877056986,
2001,COL,speieju01,pit,30,11.230640198218989,-1.8113935803579013,-1.8113935803579013,
1994,DET,davisst02,pit,30,11.220204662013069,-1.8097104293569466,-1.8097104293569466,
1929,PHI,koupalo01,pit,30,11.219710763267024,-1.8096307682688748,-1.8096307682688748,
1930,PHI,millijo02,pit,30,11.215527532889606,-1.8089560536918718,-1.8089560536918718,
2003,KCA,leskacu01,pit,30,11.16575057930189,-1.8009275127906272,-1.8009275127906272,
1983,OAK,kruegbi01,pit,30,11.14523248089979,-1.7976181420806112,-1.7976181420806112,
1982,OAK,langfri01,pit,30,11.084855341658027,-1.787879893815811,-1.787879893815811,
1995,MIN,tapanke01,pit,30,11.083942594046299,-1.7877326764590804,-1.7877326764590804,
1975,TEX,thomast01,pit,30,11.01139152455419,-1.7760308910571274,-1.7760308910571274,
1896,PHI,gumbead01,pit,30,11.00358228761596,-1.7747713367122515,-1.7747713367122515,
2020,SEA,dunnju01,pit,30,10.96804024649136,-1.7690387494340902,-1.7690387494340902,
1980,DET,underpa01,pit,30,10.96260124681442,-1.7681614914216808,-1.7681614914216808,
1950,PHA,hoopebo01,pit,30,10.961246240918287,-1.7679429420835946,-1.7679429420835946,
1984,CHA,reedro01,pit,30,10.902368601463927,-1.758446548623214,-1.758446548623214,
1937,PHA,finkhe01,pit,30,10.899692655673192,-1.758014944463418,-1.758014944463418,
1996,DET,lirafe01,pit,30,10.887233697555589,-1.756005435089611,-1.756005435089611,
1981,TEX,honeyri01,pit,30,10.867051686258867,-1.7527502719772365,-1.7527502719772365,
2014,COL,ottavad01,pit,30,10.853631439381717,-1.750585716029309,-1.750585716029309,
1937,DET,gillge01,pit,30,10.84409286301181,-1.7490472359696467,-1.7490472359696467,
1984,BOS,nippeal01,pit,30,10.837890381745346,-1.7480468357653784,-1.7480468357653784,
1983,ML4,laddpe01,pit,30,10.806973881985316,-1.7430603035460186,-1.7430603035460186,
2014,MIN,duensbr01,pit,30,10.805856023688307,-1.7428800038206946,-1.7428800038206946,
1900,BRO,kitsofr01,pit,30,10.80386636446586,-1.7425590910428805,-1.7425590910428805,
1957,CIN,jeffcha01,pit,30,10.789945921827874,-1.7403138583593345,-1.7403138583593345,
1974,CHN,frailke01,pit,30,10.736648997505641,-1.7317175802428453,-1.7317175802428453,
1975,BOS,leebi03,pit,30,10.708546676853555,-1.7271849478796055,-1.7271849478796055,
1936,SLA,thomato02,pit,30,10.699852798628605,-1.7257827094562266,-1.7257827094562266,
1886,KCN,whitnji01,pit,30,10.686432742038571,-1.7236181841997695,-1.7236181841997695,
1981,SEA,anderla02,pit,30,10.67104828279517,-1.7211368198056725,-1.7211368198056725,
1941,PHI,grissle01,pit,30,10.640090925119468,-1.716143697599914,-1.716143697599914,
1917,PHA,noyeswi01,pit,30,10.635581906053757,-1.7154164364602833,-1.7154164364602833,
1983,SEA,clarkbr01,pit,30,10.628353246803051,-1.7142505236779115,-1.7142505236779115,
1983,CLE,blylebe01,pit,30,10.611288855750768,-1.7114982025404464,-1.7114982025404464,
1981,OAK,keougma02,pit,30,10.608430182545652,-1.7110371262170405,-1.7110371262170405,
1984,BOS,ojedabo01,pit,30,10.559541511194292,-1.7031518566442405,-1.7031518566442405,
1997,COL,dejeami01,pit,30,10.553850130037247,-1.7022338919414914,-1.7022338919414914,
1902,DET,mullige01,pit,30,10.552797269617662,-1.702064075744784,-1.702064075744784,
1974,DET,colemjo05,pit,30,10.551351571442382,-1.701830898619739,-1.701830898619739,
2020,BAL,lakintr01,pit,30,10.529482474305363,-1.6983036248879617,-1.6983036248879617,
1966,PIT,facero01,pit,30,10.507631779127632,-1.694779319214134,-1.694779319214134,
1995,MIN,roberri02,pit,30,10.501274568771018,-1.693753962705003,-1.693753962705003,
1976,SLN,rasmuer01,pit,30,10.48836731928501,-1.6916721482717756,-1.6916721482717756,
1975,BOS,wiseri01,pit,30,10.470188146756184,-1.6887400236703523,-1.6887400236703523,
1974,SDN,spillda01,pit,30,10.44434083748007,-1.684571102819366,-1.684571102819366,
1987,CLE,candito01,pit,30,10.43783577308826,-1.6835218988852032,-1.6835218988852032,
1895,WAS,anderva01,pit,30,10.437182086387256,-1.6834164655463317,-1.6834164655463317,
1907,BSN,boultja01,pit,30,10.421488431991683,-1.6808852309664004,-1.6808852309664004,
1981,NYN,lynched01,pit,30,10.412426779081946,-1.679423674045475,-1.679423674045475,
1909,WS1,hugheto01,pit,30,10.394725808453774,-1.6765686787828669,-1.6765686787828669,
1980,SLN,fulghjo01,pit,30,10.385875500545833,-1.6751412097654568,-1.6751412097654568,
1915,CLE,collaal01,pit,30,10.381360665515306,-1.6744130105669848,-1.6744130105669848,
1988,BAL,milacbo01,pit,30,10.36470754305683,-1.6717270230736823,-1.6717270230736823,
1884,BSN,connojo02,pit,30,10.352881446357628,-1.669819588122198,-1.669819588122198,
2016,ARI,zieglbr01,pit,30,10.339282383108443,-1.6676261908239425,-1.6676261908239425,
1897,SLN,lucidco01,pit,30,10.333021870205183,-1.6666164306782554,-1.6666164306782554,
1984,SFN,willifr01,pit,30,10.29614421857074,-1.6606684223501194,-1.6606684223501194,
2011,MIN,pavanca01,pit,30,10.278343928484931,-1.65779740782015,-1.65779740782015,
1968,WS2,hannaji01,pit,30,10.253638866860584,-1.6538127204613844,-1.6538127204613844,
1986,SEA,trujimi01,pit,30,10.233391464111842,-1.6505470103406195,-1.6505470103406195,
1975,HOU,cosgrmi01,pit,30,10.21490896005982,-1.647565961299971,-1.647565961299971,
1993,OAK,honeyri01,pit,30,10.191022251325512,-1.6437132663428244,-1.6437132663428244,
1911,BSN,youngcy01,pit,30,10.172160842216487,-1.6406711035833041,-1.6406711035833041,
2021,BAL,wellsty01,pit,30,10.165602842323235,-1.639613361665038,-1.639613361665038,
1993,OAK,boevejo01,pit,30,10.155706366523777,-1.6380171558909318,-1.6380171558909318,
1985,CLE,easteja01,pit,30,10.130566914959232,-1.6339624056385857,-1.6339624056385857,
1994,MIN,aguilri01,pit,30,10.121579338262162,-1.632512796493897,-1.632512796493897,
1981,CLE,spillda01,pit,30,10.11796107672999,-1.6319292059241919,-1.6319292059241919,
1940,BOS,bagbyji02,pit,30,10.112286646999195,-1.6310139753224506,-1.6310139753224506,
1942,PHA,harrilu01,pit,30,10.110556609185139,-1.630734936965345,-1.630734936965345,
1981,TOR,jacksro03,pit,30,10.10253685024582,-1.629441427459003,-1.629441427459003,
1926,BOS,wingfte01,pit,30,10.100869473246851,-1.629172495684976,-1.629172495684976,
2002,KCA,mullesc01,pit,30,10.064875902629126,-1.6233670810692138,-1.6233670810692138,
1975,ATL,houseto01,pit,30,10.052095011655314,-1.6213056470411797,-1.6213056470411797,
1994,CAL,leitema01,pit,30,10.020684259275951,-1.6162393966574113,-1.6162393966574113,
1915,NYA,piehcy01,pit,30,10.007998485364334,-1.6141933040910217,-1.6141933040910217,
1973,TEX,siebeso01,pit,30,10.002966885929807,-1.61338175579513,-1.61338175579513,
1968,WS2,colemjo05,pit,30,9.980247985581322,-1.6097174170292454,-1.6097174170292454,
1886,KCN,wiedmst01,pit,30,9.918314849902861,-1.5997282015972356,-1.5997282015972356,
1962,NYN,craigro01,pit,30,9.887282900507843,-1.594723048469007,-1.594723048469007,
1980,CLE,mongesi01,pit,30,9.856260807244023,-1.5897194850393586,-1.5897194850393586,
1980,DET,petryda01,pit,30,9.791494129959531,-1.5792732467676662,-1.5792732467676662,
1911,BSN,donneed01,pit,30,9.787240386015888,-1.5785871590348206,-1.5785871590348206,
1989,DET,hennemi01,pit,30,9.783535259610474,-1.5779895580016894,-1.5779895580016894,
1901,NY1,denzero01,pit,30,9.763687393342448,-1.574788289248782,-1.574788289248782,
1967,HOU,dierkla01,pit,30,9.731373381241623,-1.569576351813165,-1.569576351813165,
1980,CLE,cruzvi01,pit,30,9.717015152893849,-1.5672605085312659,-1.5672605085312659,
1988,BAL,boddimi01,pit,30,9.704480353174159,-1.5652387666409933,-1.5652387666409933,
1980,DET,schatda01,pit,30,9.699359528576139,-1.5644128271896998,-1.5644128271896998,
1993,PIT,johnsjo06,pit,30,9.684508481696657,-1.5620174970478478,-1.5620174970478478,
2024,COL,vodnivi01,pit,30,9.681944217625869,-1.5616039060686886,-1.5616039060686886,
1986,SEA,mooremi01,pit,30,9.64714829323588,-1.5559916601993353,-1.5559916601993353,
1979,CAL,clearma01,pit,30,9.64558857271532,-1.5557400923734388,-1.5557400923734388,
1973,CLE,tidrodi01,pit,30,9.608481097510222,-1.549755015727455,-1.549755015727455,
1969,MON,mcginda01,pit,30,9.541149786795213,-1.5388951269024536,-1.5388951269024536,
1966,NYN,fisheja01,pit,30,9.525075845705077,-1.5363025557588834,-1.5363025557588834,
1992,SEA,nelsoje01,pit,30,9.501206693715828,-1.532452692534811,-1.532452692534811,
1915,PHA,wyckowe01,pit,30,9.470293425112299,-1.5274666814697255,-1.5274666814697255,
1983,CAL,sanchlu01,pit,30,9.446333075578837,-1.5236021089643283,-1.5236021089643283,
2006,KCA,peraljo01,pit,30,9.424054280003217,-1.5200087548392285,-1.5200087548392285,
1919,PHI,jacobel01,pit,30,9.409694364146755,-1.5176926393785088,-1.5176926393785088,
1964,KC1,bowsfte01,pit,30,9.387518322435904,-1.5141158584574037,-1.5141158584574037,
2007,TBA,dohmasc01,pit,30,9.350283893833243,-1.5081103054569747,-1.5081103054569747,
1985,CLE,vonohda01,pit,30,9.334370604542903,-1.5055436458940166,-1.5055436458940166,
1981,CIN,pricejo02,pit,30,9.325314155320305,-1.5040829282774684,-1.5040829282774684,
1993,CIN,fostest01,pit,30,9.285669706816517,-1.4976886623897607,-1.4976886623897607,
1984,SEA,nunezed01,pit,30,9.279364502726837,-1.4966716939881994,-1.4966716939881994,
1986,SEA,youngma01,pit,30,9.254715688215988,-1.4926960787445143,-1.4926960787445143,
1884,CHN,goldsfr01,pit,30,9.239028531920567,-1.4901658922452528,-1.4901658922452528,
1899,NY1,dohened01,pit,30,9.238165163121689,-1.4900266392131756,-1.4900266392131756,
2002,TBA,cartela02,pit,30,9.232978583836474,-1.4891900941671732,-1.4891900941671732,
1981,SDN,urreajo01,pit,30,9.210069446162017,-1.4854950719616156,-1.4854950719616156,
1986,CHN,lynched01,pit,30,9.199871352979363,-1.4838502182224778,-1.4838502182224778,
1979,KCA,leonade01,pit,30,9.150081680374468,-1.4758196258668497,-1.4758196258668497,
1984,SFN,mintogr01,pit,30,9.148783051808417,-1.475610169646519,-1.475610169646519,
1965,NYN,mcgratu01,pit,30,9.14366744769804,-1.4747850722093612,-1.4747850722093612,
1938,SLA,millsle01,pit,30,9.131567847047897,-1.4728335237174026,-1.4728335237174026,
1977,MIN,thormpa01,pit,30,9.125638628810039,-1.4718771981951675,-1.4718771981951675,
1890,PIT,anderda01,pit,30,9.094808014006272,-1.4669045183881084,-1.4669045183881084,
1981,SDN,eicheju01,pit,30,9.061696905936707,-1.4615640170865656,-1.4615640170865656,
1988,NYA,righeda01,pit,30,9.029182249837769,-1.4563197177157692,-1.4563197177157692,
1906,BRO,scanldo01,pit,30,9.005435678841337,-1.4524896256195705,-1.4524896256195705,
1972,PHI,brandbu01,pit,30,8.998946015175816,-1.4514429056735187,-1.4514429056735187,
1965,KC1,wyattjo02,pit,30,8.98367078869515,-1.4489791594669597,-1.4489791594669597,
1965,CHN,kooncca01,pit,30,8.964380223055569,-1.4458677779121885,-1.4458677779121885,
2011,BAL,guthrje01,pit,30,8.945475392454359,-1.442818611686187,-1.442818611686187,
1972,ATL,schuero01,pit,30,8.94103057695304,-1.4421017059601677,-1.4421017059601677,
1906,BOS,youngcy01,pit,30,8.876957165324164,-1.4317672847297038,-1.4317672847297038,
1986,MIN,heatone01,pit,30,8.871411420271905,-1.4308728097212748,-1.4308728097212748,
1981,ML4,vuckope01,pit,30,8.838919600862218,-1.4256321936874543,-1.4256321936874543,
1969,PHI,wilsobi03,pit,30,8.81409322451059,-1.4216279394371918,-1.4216279394371918,
1979,ATL,devinad01,pit,30,8.810757536828941,-1.4210899252949905,-1.4210899252949905,
1975,CHN,stonest01,pit,30,8.804609632329283,-1.4200983277950456,-1.4200983277950456,
2003,DET,sparkst01,pit,30,8.751114177336007,-1.4114700286025816,-1.4114700286025816,
1916,PHA,naborja01,pit,30,8.744721084191172,-1.410438884546963,-1.410438884546963,
1995,MIN,aguilri01,pit,30,8.726423178437589,-1.4074876094254174,-1.4074876094254174,
1970,MON,renkost01,pit,30,8.726341975928088,-1.4074745122464658,-1.4074745122464658,
1979,TOR,busketo01,pit,30,8.716693893458155,-1.4059183699126057,-1.4059183699126057,
1979,SFN,roberda05,pit,30,8.670777248202231,-1.3985124593874567,-1.3985124593874567,
1981,CHN,eastwra01,pit,30,8.64155801361267,-1.3937996796149468,-1.3937996796149468,
1903,WS1,patteca01,pit,30,8.544714290202323,-1.378179724226181,-1.378179724226181,
1928,BSN,genewjo01,pit,30,8.527912670640374,-1.3754697855871572,-1.3754697855871572,
1981,CHA,troutst01,pit,30,8.507251516085677,-1.3721373413041416,-1.3721373413041416,
1978,CHA,worthri01,pit,30,8.501178844389797,-1.3711578781273865,-1.3711578781273865,
1936,PHA,finkhe01,pit,30,8.495578263494982,-1.3702545586282229,-1.3702545586282229,
1895,SLN,ehretre01,pit,30,8.491598615698946,-1.3696126799514428,-1.3696126799514428,
1898,WAS,bakerki01,pit,30,8.489454805186888,-1.3692669040624013,-1.3692669040624013,
1988,CAL,wittmi01,pit,30,8.482212663327529,-1.3680988166657304,-1.3680988166657304,
1979,SEA,honeyri01,pit,30,8.479304432172224,-1.3676297471245522,-1.3676297471245522,
1941,PHA,caligfr01,pit,30,8.473532307970585,-1.3666987593500943,-1.3666987593500943,
1979,KCA,busbyst01,pit,30,8.427221914612954,-1.3592293410666054,-1.3592293410666054,
1991,OAK,welchbo01,pit,30,8.414151534068516,-1.3571212151723413,-1.3571212151723413,
2015,COL,bettich01,pit,30,8.356207142822807,-1.3477753456165817,-1.3477753456165817,
1980,CLE,barkele01,pit,30,8.356101542591306,-1.3477583133211783,-1.3477583133211783,
2011,TOR,alvarhe01,pit,30,8.34709262813907,-1.3463052626030758,-1.3463052626030758,
1909,SLN,lushjo01,pit,30,8.335451348513315,-1.3444276368569863,-1.3444276368569863,
1877,CN1,mitchbo01,pit,30,8.32968949970358,-1.343498306403803,-1.343498306403803,
1895,LS3,mcdermi02,pit,30,8.319099768294596,-1.3417902852088057,-1.3417902852088057,
2008,TEX,guarded01,pit,30,8.290707514838239,-1.3372108894900385,-1.3372108894900385,
1993,CIN,spradje01,pit,30,8.272642167558804,-1.334297123799807,-1.334297123799807,
1936,PHA,smithed04,pit,30,8.235420425829002,-1.328293617069194,-1.328293617069194,
1981,SEA,beattji01,pit,30,8.217781559404106,-1.3254486386135653,-1.3254486386135653,
1981,NYN,allenne01,pit,30,8.217781559404106,-1.3254486386135653,-1.3254486386135653,
1981,TOR,mclaujo01,pit,30,8.196003403463694,-1.3219360328167247,-1.3219360328167247,
1943,NY1,mungova01,pit,30,8.187859462605898,-1.3206224939686932,-1.3206224939686932,
1937,SLA,knottja01,pit,30,8.168431601485054,-1.3174889679814603,-1.3174889679814603,
1986,CHN,sandesc01,pit,30,8.159647219620377,-1.316072132196835,-1.316072132196835,
1880,CL2,gardngi01,pit,30,8.136466465447194,-1.3123333008785796,-1.3123333008785796,
2008,TEX,padilvi01,pit,30,8.06170915616228,-1.3002756703487548,-1.3002756703487548,
1975,ML4,rodried01,pit,30,8.049163815400629,-1.298252228290424,-1.298252228290424,
1981,BOS,burgmto01,pit,30,8.044914495666674,-1.2975668541397862,-1.2975668541397862,
1992,DET,doherjo02,pit,30,8.001728104580705,-1.2906013071904363,-1.2906013071904363,
1992,DET,munozmi01,pit,30,8.000715077757528,-1.2904379157673431,-1.2904379157673431,
1986,MIN,atherke01,pit,30,7.9530718444145245,-1.2827535232926652,-1.2827535232926652,
1997,OAK,hayneji01,pit,30,7.949985362601935,-1.2822557036454734,-1.2822557036454734,
1980,CAL,aasedo01,pit,30,7.924158741353754,-1.278090119573186,-1.278090119573186,
1978,SEA,romoen01,pit,30,7.849602191488779,-1.2660648695949643,-1.2660648695949643,
1907,BSN,dornegu01,pit,30,7.8403140421031745,-1.264566780984383,-1.264566780984383,
2001,TEX,helliri01,pit,30,7.828715525283859,-1.2626960524651385,-1.2626960524651385,
1965,BOS,ritchja01,pit,30,7.8177514210228045,-1.2609276485520653,-1.2609276485520653,
1976,ATL,devinad01,pit,30,7.742688343510901,-1.2488207005662744,-1.2488207005662744,
1892,BLN,schmicr01,pit,30,7.73912652224241,-1.2482462132649048,-1.2482462132649048,
1979,SEA,bannifl01,pit,30,7.737421863227157,-1.2479712682624446,-1.2479712682624446,
1987,BOS,schirca01,pit,30,7.722143436438279,-1.2455070058771418,-1.2455070058771418,
1914,CLE,hagerri01,pit,30,7.705869544927707,-1.2428821846657592,-1.2428821846657592,
1938,PHA,rossbu02,pit,30,7.674733786715518,-1.2378602881799223,-1.2378602881799223,
1983,TOR,alexado01,pit,30,7.665140937127435,-1.2363130543753929,-1.2363130543753929,
2011,NYN,youngch03,pit,30,7.5706317760524255,-1.2210696412987783,-1.2210696412987783,
1988,PHI,tekulke01,pit,30,7.567064137781855,-1.2204942157712668,-1.2204942157712668,
1965,NYN,laryfr01,pit,30,7.500719457351748,-1.209793460863185,-1.209793460863185,
1986,BAL,flanami01,pit,30,7.358306415175081,-1.1868236153508194,-1.1868236153508194,
2011,NYN,rodrifr03,pit,30,7.3477898240932,-1.1851273909827742,-1.1851273909827742,
1982,MIN,havenbr01,pit,30,7.338650904322915,-1.1836533716649862,-1.1836533716649862,
1885,PHI,vintobi01,pit,30,7.2881684303060705,-1.1755110371461404,-1.1755110371461404,
1914,CLE,mitchwi01,pit,30,7.264689257810209,-1.1717240738403563,-1.1717240738403563,
1965,NYN,sutheda01,pit,30,7.186648848015418,-1.1591369109702288,-1.1591369109702288,
1939,PHI,beckbo01,pit,30,7.164709084414093,-1.1555982394216278,-1.1555982394216278,
1903,BRO,evansro01,pit,30,7.133061906407518,-1.1504938558721802,-1.1504938558721802,
1993,COL,holmeda01,pit,30,7.105635602120823,-1.1460702584065843,-1.1460702584065843,
1961,KC1,bassno01,pit,30,7.10498313533942,-1.1459650218289388,-1.1459650218289388,
1981,BOS,ojedabo01,pit,30,7.0666926516070845,-1.1397891373559814,-1.1397891373559814,
1986,CLE,niekrph01,pit,30,7.050564627859456,-1.137187843203138,-1.137187843203138,
1982,MIN,willial03,pit,30,7.046514483854409,-1.136534594170066,-1.136534594170066,
1924,PHI,carlsha01,pit,30,7.0406974110441,-1.135596356620016,-1.135596356620016,
1883,PHI,purcebl01,pit,30,7.038375313271436,-1.1352218247211994,-1.1352218247211994,
1972,ATL,reedro01,pit,30,7.032992024592149,-1.1343535523535724,-1.1343535523535724,
1983,CLE,sorenla01,pit,30,6.966611845717501,-1.1236470718899194,-1.1236470718899194,
1883,BFN,cushmed01,pit,30,6.965811134599948,-1.1235179249354754,-1.1235179249354754,
1981,PHI,mcgratu01,pit,30,6.943735829206711,-1.1199573918075338,-1.1199573918075338,
1882,WOR,mountfr01,pit,30,12.407859230022877,-2.0012676177456252,-2.0012676177456252,
1981,PHI,reedro01,pit,30,6.8003590346517795,-1.0968321023631902,-1.0968321023631902,
1880,CL2,hankifr01,pit,30,6.784567034236104,-1.0942850055219522,-1.0942850055219522,
1899,NY1,colcoto01,pit,30,6.7171074009181435,-1.0834044195029264,-1.0834044195029264,
1880,CN1,purcebl01,pit,30,6.711005548411049,-1.0824202497437176,-1.0824202497437176,
1877,CN1,bootham01,pit,30,6.703532969745076,-1.0812149951201735,-1.0812149951201735,
1979,OAK,hamilda01,pit,30,6.6853393456678925,-1.0782805396238535,-1.0782805396238535,
1906,BOS,tanneje01,pit,30,6.673844461617537,-1.0764265260673447,-1.0764265260673447,
1936,SLA,hogsech01,pit,30,6.668098159395342,-1.075499703128281,-1.075499703128281,
1939,PHA,nelsoly01,pit,30,6.636263662513822,-1.070365106857068,-1.070365106857068,
1965,KC1,dicksji01,pit,30,6.597005235694188,-1.0640331025313206,-1.0640331025313206,
1926,PHI,mitchcl01,pit,30,6.549066499406146,-1.0563010482913138,-1.0563010482913138,
1885,SL5,healyjo01,pit,30,6.532715797405203,-1.0536638382911616,-1.0536638382911616,
1978,CHA,barrifr01,pit,30,6.520858653428293,-1.0517513957142408,-1.0517513957142408,
1928,PHI,mcgrabo01,pit,30,6.500220733775146,-1.0484226989959913,-1.0484226989959913,
1971,MON,mcanaer01,pit,30,6.454933799606442,-1.0411183547752325,-1.0411183547752325,
1881,CL2,nolanth01,pit,30,6.448964290679707,-1.0401555307547914,-1.0401555307547914,
1981,CHN,krukomi01,pit,30,6.42149707610989,-1.035725334856434,-1.035725334856434,
1954,PHA,bishoch01,pit,30,6.4208937410392455,-1.0356280227482653,-1.0356280227482653,
1903,SLN,murphed01,pit,30,6.419132382538155,-1.0353439326674443,-1.0353439326674443,
1916,PHA,myersel01,pit,30,6.41028436451514,-1.0339168329863129,-1.0339168329863129,
1942,WS1,zuberbi01,pit,30,6.365484962832043,-1.0266911230374263,-1.0266911230374263,
1983,CLE,sutclri01,pit,30,6.35872252600865,-1.02560040742075,-1.02560040742075,
1966,CHN,holtzke01,pit,30,6.324058275154719,-1.020009399218503,-1.020009399218503,
2006,KCA,desseel01,pit,30,6.2972705581924,-1.0156887997084516,-1.0156887997084516,
1981,CHN,geiseda01,pit,30,6.252267574256986,-1.008430253912417,-1.008430253912417,
1975,DET,ruhleve01,pit,30,6.13316872539299,-0.9892207621601596,-0.9892207621601596,
1981,BOS,rainech01,pit,30,6.130668935642463,-0.9888175702649133,-0.9888175702649133,
1981,ML4,easteja01,pit,30,6.102536850245819,-0.9842801371364225,-0.9842801371364225,
1904,WS1,wolfeba01,pit,30,6.0920656949615175,-0.9825912411228254,-0.9825912411228254,
1899,WAS,weyhigu01,pit,30,6.0529625735584265,-0.9762842860578107,-0.9762842860578107,
1881,TRN,keefeti01,pit,30,6.010736717466222,-0.9694736641074552,-0.9694736641074552,
1885,PRO,mccorji01,pit,30,5.9956134015756435,-0.9670344196089747,-0.9670344196089747,
1965,KC1,akerja01,pit,30,5.7273883513498225,-0.9237723147338424,-0.9237723147338424,
1981,SEA,stoddbo01,pit,30,5.713246410890134,-0.9214913565951829,-0.9214913565951829,
1979,KCA,quiseda01,pit,30,5.686454522097366,-0.9171700842092525,-0.9171700842092525,
2015,COL,ottavad01,pit,30,5.603021511384078,-0.903713146997432,-0.903713146997432,
1978,TOR,clancji01,pit,30,5.554716997686278,-0.8959220964010125,-0.8959220964010125,
1978,SEA,toddji01,pit,30,5.527554972908104,-0.8915411246625974,-0.8915411246625974,
1915,PHA,morribi01,pit,30,5.512340103269007,-0.889087113430485,-0.889087113430485,
1978,TOR,underto01,pit,30,5.4870003091703206,-0.8850000498661807,-0.8850000498661807,
1928,PHI,millijo02,pit,30,5.378901590126596,-0.8675647726010639,-0.8675647726010639,
1975,CHN,burrira01,pit,30,5.316167787115767,-0.8574464172767366,-0.8574464172767366,
1984,OAK,burgmto01,pit,30,5.311705175803702,-0.8567266412586616,-0.8567266412586616,
1976,DET,ruhleve01,pit,30,5.291645286589166,-0.853491175256317,-0.853491175256317,
1879,SR1,dorgami01,pit,30,5.217417911674717,-0.8415190180120511,-0.8415190180120511,
1938,SLA,coleed01,pit,30,5.1220238467745505,-0.8261328785120242,-0.8261328785120242,
1939,PHI,passecl01,pit,30,5.121082944354488,-0.8259811200571755,-0.8259811200571755,
1937,SLA,kimbeha01,pit,30,4.98910775900403,-0.8046947998393597,-0.8046947998393597,
1885,SL5,kirbyjo01,pit,30,4.912594592895046,-0.7923539665959752,-0.7923539665959752,
1889,IN3,feeja01,pit,30,4.887264598828157,-0.7882684836819608,-0.7882684836819608,
1903,PHI,burchfr01,pit,30,4.853224762563006,-0.7827781875101621,-0.7827781875101621,
1941,PHI,hugheto04,pit,30,4.848848659418584,-0.7820723644223523,-0.7820723644223523,
1885,BSN,stemmbi01,pit,30,4.755452632900867,-0.7670084891775591,-0.7670084891775591,
1885,CHN,pfefffr01,pit,30,4.68993939774492,-0.7564418383459549,-0.7564418383459549,
1975,ML4,brobepe01,pit,30,4.682499171025916,-0.7552418017783735,-0.7552418017783735,
1978,SEA,burkest01,pit,30,4.67047056567966,-0.7533017041418807,-0.7533017041418807,
1965,BOS,wilsoea01,pit,30,4.6191736307407565,-0.7450280049581866,-0.7450280049581866,
1974,SDN,jonesra01,pit,30,4.607461764470808,-0.7431389942694852,-0.7431389942694852,
1979,OAK,mccatst01,pit,30,4.377959740068593,-0.7061225387207407,-0.7061225387207407,
1981,MIN,havenbr01,pit,30,4.354804424502802,-0.7023878104036778,-0.7023878104036778,
1879,CN1,purcebl01,pit,30,4.326126867512077,-0.6977623979858188,-0.6977623979858188,
1904,WS1,jacobbe01,pit,30,4.321215773330813,-0.6969702860210989,-0.6969702860210989,
1962,NYN,moorhbo01,pit,30,4.280544852229253,-0.6904104600369764,-0.6904104600369764,
1986,CLE,jonesdo01,pit,30,4.246799508564834,-0.6849676626717474,-0.6849676626717474,
1878,PRO,coreyfr01,pit,30,4.207059552811448,-0.6785579923889432,-0.6785579923889432,
1879,BSN,richmle01,pit,30,4.163063433756038,-0.6714618441541997,-0.6714618441541997,
1939,PHA,mccrale01,pit,30,4.143474219037062,-0.6683022933930745,-0.6683022933930745,
1881,BFN,purcebl01,pit,30,4.107515544029157,-0.662502507101477,-0.662502507101477,
1966,NYN,heplebi01,pit,30,4.057522753711523,-0.6544391538244392,-0.6544391538244392,
1903,NY1,amesre01,pit,30,3.9987533335427745,-0.6449602150875443,-0.6449602150875443,
1879,CN1,neaglja01,pit,30,3.9022027376476105,-0.6293875383302597,-0.6293875383302597,
1915,PHA,knowlto01,pit,30,3.845445186454005,-0.6202330945893556,-0.6202330945893556,
1877,BSN,whitewi01,pit,30,3.779016164919966,-0.6095187362774138,-0.6095187362774138,
1939,SLA,bildiem01,pit,30,3.730635798926286,-0.6017154514397235,-0.6017154514397235,
1966,CHN,nyeri01,pit,30,3.6518534320738545,-0.5890086180764281,-0.5890086180764281,
1979,OAK,langfri01,pit,30,3.619284720798936,-0.5837556001288606,-0.5837556001288606,
1882,TRN,eganji01,pit,30,3.5887911319603365,-0.5788372793484413,-0.5788372793484413,
1937,SLA,tietjle01,pit,30,3.5873847458774457,-0.578610442883459,-0.578610442883459,
1878,PRO,wheelha01,pit,30,3.5146822727960787,-0.5668842375477546,-0.5668842375477546,
1876,PHN,laffefl01,pit,30,3.488658844831449,-0.5626869104566853,-0.5626869104566853,
1883,BSN,morrijo01,pit,30,3.481235988406609,-0.5614896755494531,-0.5614896755494531,
1899,CL4,harpeja01,pit,30,3.353464985722095,-0.5408814493100152,-0.5408814493100152,
1903,PHI,dugglbi01,pit,30,3.2621760357004828,-0.526157425112981,-0.526157425112981,
1877,CN1,mathebo01,pit,30,3.2130650862832963,-0.5182363042392414,-0.5182363042392414,
1880,BSN,morrijo01,pit,30,3.1747486012740707,-0.5120562260119469,-0.5120562260119469,
1899,WAS,carseki01,pit,30,3.168932015836239,-0.5111180670703611,-0.5111180670703611,
