season,name,n_teams,pos_change_suggestion
1967,Jerry Stephenson,1,No Change
1967,Jerry Zimmerman,1,No Change
1967,Jesse Gonder,1,No Change
1967,Jesus Alou,1,No Change
1967,Jim Beauchamp,1,No Change
1967,Jim Bouton,1,No Change
1967,Jim Brewer,1,No Change
1967,Jim Britton,1,No Change
1967,Jim Bunning,1,No Change
1967,Jim Campanis,1,No Change
1967,Jim Coates,1,No Change
1967,Jim Cosman,1,No Change
1967,Jim Davenport,1,No Change
1967,Jim Ellis,1,No Change
1967,Jim Fregosi,1,No Change
1967,Jim French,1,No Change
1967,Jim Gosger,1,No Change
1967,Jim Hannan,1,No Change
1967,Jim Hardin,1,No Change
1967,Jim Hibbs,1,No Change
1967,Jim Hickman,1,No Change
1967,Jim Kaat,1,No Change
1967,Jim King,3,Utility Tryout
1967,Jim Landis,3,Utility Tryout
1967,Jim Lefebvre,1,No Change
1967,Jim Lonborg,1,No Change
1967,Jim Maloney,1,No Change
1967,Jim McGlothlin,1,No Change
1967,Jim Merritt,1,No Change
1967,Jim Nash,1,No Change
1967,Jim Northrup,1,No Change
1967,Jim O'Toole,1,No Change
1967,Jim Ollom,1,No Change
1967,Jim Owens,1,No Change
1967,Jim Pagliaroni,1,No Change
1967,Jim Palmer,1,No Change
1967,Jim Perry,1,No Change
1967,Jim Piersall,1,No Change
1967,Jim Price,1,No Change
1967,Jim Ray Hart,1,No Change
1967,Jim Roland,1,No Change
1967,Jim Shellenback,1,No Change
1967,Jim Weaver,1,No Change
1967,Jim Wynn,1,No Change
1967,Jimmie Coker,1,No Change
1967,Jimmie Hall,1,No Change
1967,Jimmie Schaffer,1,No Change
1967,Jimmy Stewart,2,Utility Tryout
1967,Jimy Williams,1,No Change
1967,Joe Azcue,1,No Change
1967,Joe Campbell,1,No Change
1967,Joe Coleman,1,No Change
1967,Joe Foy,1,No Change
1967,Joe Gibbon,1,No Change
1967,Joe Grzenda,1,No Change
1967,Joe Hoerner,1,No Change
1967,Joe Horlen,1,No Change
1967,Joe Moeller,1,No Change
1967,Joe Moock,1,No Change
1967,Joe Morgan,1,No Change
1967,Joe Niekro,1,No Change
1967,Joe Nossek,1,No Change
1967,Joe Pepitone,1,No Change
1967,Joe Rudi,1,No Change
1967,Joe Sparma,1,No Change
1967,Joe Torre,1,No Change
1967,Joe Verbanic,1,No Change
1967,Joey Amalfitano,1,No Change
1967,John Bateman,1,No Change
1967,John Boccabella,1,No Change
1967,John Boozer,1,No Change
1967,John Briggs,1,No Change
1967,John Buzhardt,3,Utility Tryout
1967,John Donaldson,1,No Change
1967,John Duffie,1,No Change
1967,John Gelnar,1,No Change
1967,John Hiller,1,No Change
1967,John Kennedy,1,No Change
1967,John Miller,1,No Change
1967,John O'Donoghue,1,No Change
1967,John Orsino,1,No Change
1967,John Romano,1,No Change
1967,John Roseboro,1,No Change
1967,John Stephenson,1,No Change
1967,John Sullivan,1,No Change
1967,John Tsitouris,1,No Change
1967,John Upham,1,No Change
1967,John Wyatt,1,No Change
1967,Johnny Bench,1,No Change
1967,Johnny Callison,1,No Change
1967,Johnny Edwards,1,No Change
1967,Johnny Klippstein,1,No Change
1967,Johnny Lewis,1,No Change
1967,Johnny Podres,1,No Change
1967,Johnny Werhas,2,Utility Tryout
1967,Jorge Rubio,1,No Change
1967,Jose Cardenal,1,No Change
1967,Jose Herrera,1,No Change
1967,Jose Pagan,1,No Change
1967,Jose Santiago,1,No Change
1967,Jose Tartabull,1,No Change
1967,Jose Vidal,1,No Change
1967,Juan Marichal,1,No Change
1967,Juan Pizarro,1,No Change
1967,Julian Javier,1,No Change
1967,Julio Gotay,1,No Change
1967,Ken Berry,1,No Change
1967,Ken Boswell,1,No Change
1967,Ken Boyer,2,Utility Tryout
1967,Ken Brett,1,No Change
1967,Ken Harrelson,3,Utility Tryout
1967,Ken Henderson,1,No Change
1967,Ken Holtzman,1,No Change
1967,Ken Johnson,1,No Change
1967,Ken McMullen,1,No Change
1967,Ken Poulsen,1,No Change
1967,Ken Suarez,1,No Change
1967,Ken Turner,1,No Change
1967,Kevin Collins,1,No Change
1967,Larry Brown,1,No Change
1967,Larry Dierker,1,No Change
1967,Larry Haney,1,No Change
1967,Larry Jackson,1,No Change
1967,Larry Jaster,1,No Change
1967,Larry Loughlin,1,No Change
1967,Larry Sherry,2,Utility Tryout
1967,Larry Stahl,1,No Change
1967,Lee Bales,1,No Change
1967,Lee May,1,No Change
1967,Lee Maye,1,No Change
1967,Lee Stange,1,No Change
1967,Lee Thomas,1,No Change
1967,Len Boehmer,1,No Change
1967,Len Gabrielson,2,Utility Tryout
1967,Lenny Green,1,No Change
1967,Leo Cardenas,1,No Change
1967,Leon Wagner,1,No Change
1967,Les Rohr,1,No Change
1967,Lew Burdette,1,No Change
1967,Lew Krausse,1,No Change
1967,Lindy McDaniel,1,No Change
1967,Lou Brock,1,No Change
1967,Lou Clinton,1,No Change
1967,Lou Johnson,1,No Change
1967,Luis Alcaraz,1,No Change
1967,Luis Aparicio,1,No Change
1967,Luis Tiant,1,No Change
1967,Mack Jones,1,No Change
1967,Manny Jimenez,1,No Change
1967,Manny Mota,1,No Change
1967,Manny Sanguillen,1,No Change
1967,Marcelino Lopez,2,Utility Tryout
1967,Mark Belanger,1,No Change
1967,Marty Martinez,1,No Change
1967,Marv Staehle,1,No Change
1967,Matty Alou,1,No Change
1967,Maury Wills,1,No Change
1967,Max Alvis,1,No Change
1967,Mel Nelson,1,No Change
1967,Mel Queen,1,No Change
1967,Mel Stottlemyre,1,No Change
1967,Mickey Lolich,1,No Change
1967,Mickey Mantle,1,No Change
1967,Mickey McGuire,1,No Change
1967,Mickey Stanley,1,No Change
1967,Miguel de la Hoz,1,No Change
1967,Mike Adamson,1,No Change
1967,Mike Andrews,1,No Change
1967,Mike Cuellar,1,No Change
1967,Mike Epstein,2,Utility Tryout
1967,Mike Hegan,1,No Change
1967,Mike Hershberger,1,No Change
1967,Mike Lum,1,No Change
1967,Mike Marshall,1,No Change
1967,Mike McCormick,1,No Change
1967,Mike Ryan,1,No Change
1967,Mike Shannon,1,No Change
1967,Mike Torrez,1,No Change
1967,Milt Pappas,1,No Change
1967,Minnie Rojas,1,No Change
1967,Moe Drabowsky,1,No Change
1967,Moose Stubing,1,No Change
1967,Mudcat Grant,1,No Change
1967,Nate Oliver,1,No Change
1967,Nelson Briles,1,No Change
1967,Nestor Chavez,1,No Change
1967,Nick Willhite,2,Utility Tryout
1967,Norm Cash,1,No Change
1967,Norm Gigon,1,No Change
1967,Norm Miller,1,No Change
1967,Norm Siebern,2,Utility Tryout
1967,Ollie Brown,1,No Change
1967,Orlando Cepeda,1,No Change
1967,Orlando McFarlane,1,No Change
1967,Orlando Peña,2,Utility Tryout
1967,Ossie Chavarria,1,No Change
1967,Pat Dobson,1,No Change
1967,Pat House,1,No Change
1967,Pat Jarvis,1,No Change
1967,Pat Kelly,1,No Change
1967,Paul Blair,1,No Change
1967,Paul Casanova,1,No Change
1967,Paul Gilliford,1,No Change
1967,Paul Lindblad,1,No Change
1967,Paul Popovich,1,No Change
1967,Paul Schaal,1,No Change
1967,Pedro Gonzalez,1,No Change
1967,Pedro Ramos,1,No Change
1967,Pete Cimino,1,No Change
1967,Pete Mikkelsen,2,Utility Tryout
1967,Pete Richert,2,Utility Tryout
1967,Pete Rose,1,No Change
1967,Pete Ward,1,No Change
1967,Phil Gagliano,1,No Change
1967,Phil Linz,2,Utility Tryout
1967,Phil Niekro,1,No Change
1967,Phil Ortega,1,No Change
1967,Phil Regan,1,No Change
1967,Phil Roof,1,No Change
1967,Ralph Terry,1,No Change
1967,Ramon Hernandez,1,No Change
1967,Ramon Webster,1,No Change
1967,Randy Hundley,1,No Change
1967,Ray Barker,1,No Change
1967,Ray Culp,1,No Change
1967,Ray Fosse,1,No Change
1967,Ray Oyler,1,No Change
1967,Ray Sadecki,1,No Change
1967,Ray Washburn,1,No Change
1967,Reggie Jackson,1,No Change
1967,Reggie Smith,1,No Change
1967,Remy Hermoso,1,No Change
1967,Rich Morales,1,No Change
1967,Rich Nye,1,No Change
1967,Rich Reese,1,No Change
1967,Rich Robertson,1,No Change
1967,Rich Rollins,1,No Change
1967,Richie Scheinblum,1,No Change
1967,Rick James,1,No Change
1967,Rick Joseph,1,No Change
1967,Rick Monday,1,No Change
1967,Rick Reichardt,1,No Change
1967,Rick Wise,1,No Change
1967,Rickey Clark,1,No Change
1967,Rico Carty,1,No Change
1967,Rico Petrocelli,1,No Change
1967,Rob Gardner,1,No Change
1967,Roberto Clemente,1,No Change
1967,Roberto Rodriguez,1,No Change
1967,Rocky Colavito,2,Utility Tryout
1967,Rod Carew,1,No Change
1967,Roger Maris,1,No Change
1967,Roger Nelson,1,No Change
1967,Roger Repoz,2,Utility Tryout
1967,Ron Brand,1,No Change
1967,Ron Bryant,1,No Change
1967,Ron Clark,1,No Change
1967,Ron Davis,1,No Change
1967,Ron Fairly,1,No Change
1967,Ron Hansen,1,No Change
1967,Ron Herbel,1,No Change
1967,Ron Hunt,1,No Change
1967,Ron Kline,1,No Change
1967,Ron Perranoski,1,No Change
1967,Ron Reed,1,No Change
1967,Ron Santo,1,No Change
1967,Ron Swoboda,1,No Change
1967,Ron Taylor,1,No Change
1967,Ron Willis,1,No Change
1967,Ross Moschitto,1,No Change
1967,Roy Face,1,No Change
1967,Roy White,1,No Change
1967,Ruben Amaro,1,No Change
1967,Ruben Gomez,1,No Change
1967,Russ Gibson,1,No Change
1967,Russ Nixon,1,No Change
1967,Russ Snyder,1,No Change
1967,Rusty Staub,1,No Change
1967,Sal Bando,1,No Change
1967,Sam Bowens,1,No Change
1967,Sam McDowell,1,No Change
1967,Sammy Ellis,1,No Change
1967,Sandy Alomar,2,Utility Tryout
1967,Sandy Valdespino,1,No Change
1967,Smoky Burgess,1,No Change
1967,Sonny Jackson,1,No Change
1967,Sonny Siebert,1,No Change
1967,Sparky Lyle,1,No Change
1967,Stan Williams,1,No Change
1967,Steve Bailey,1,No Change
1967,Steve Barber,2,Utility Tryout
1967,Steve Blass,1,No Change
1967,Steve Carlton,1,No Change
1967,Steve Hamilton,1,No Change
1967,Steve Hargan,1,No Change
1967,Steve Huntz,1,No Change
1967,Steve Jones,1,No Change
1967,Steve Whitaker,1,No Change
1967,Stu Miller,1,No Change
1967,Ted Abernathy,1,No Change
1967,Ted Davidson,1,No Change
1967,Ted Kubiak,1,No Change
1967,Ted Savage,2,Utility Tryout
1967,Ted Uhlaender,1,No Change
1967,Terry Harmon,1,No Change
1967,Thad Tillotson,1,No Change
1967,Tim Cullen,1,No Change
1967,Tim McCarver,1,No Change
1967,Tim Talton,1,No Change
1967,Tito Francona,2,Utility Tryout
1967,Tito Fuentes,1,No Change
1967,Tom Dukes,1,No Change
1967,Tom Egan,1,No Change
1967,Tom Fisher,1,No Change
1967,Tom Haller,1,No Change
1967,Tom Kelley,1,No Change
1967,Tom Phoebus,1,No Change
1967,Tom Satriano,1,No Change
1967,Tom Seaver,1,No Change
1967,Tom Shopay,1,No Change
1967,Tom Tresh,1,No Change
1967,Tommie Agee,1,No Change
1967,Tommie Reynolds,1,No Change
1967,Tommie Sisk,1,No Change
1967,Tommy Davis,1,No Change
1967,Tommy Dean,1,No Change
1967,Tommy Harper,1,No Change
1967,Tommy Helms,1,No Change
1967,Tommy John,1,No Change
1967,Tommy Matchick,1,No Change
1967,Tommy McCraw,1,No Change
1967,Tony Cloninger,1,No Change
1967,Tony Conigliaro,1,No Change
1967,Tony Gonzalez,1,No Change
1967,Tony Horton,2,Utility Tryout
1967,Tony Oliva,1,No Change
1967,Tony Perez,1,No Change
1967,Tony Pierce,1,No Change
1967,Tony Taylor,1,No Change
1967,Tug McGraw,1,No Change
1967,Turk Farrell,2,Utility Tryout
1967,Ty Cline,2,Utility Tryout
1967,Vada Pinson,1,No Change
1967,Vern Fuller,1,No Change
1967,Vern Law,1,No Change
1967,Vic Davalillo,1,No Change
1967,Vic Roznovsky,1,No Change
1967,Wade Blasingame,2,Utility Tryout
1967,Wally Bunker,1,No Change
1967,Walt Bond,1,No Change
1967,Walt Williams,1,No Change
1967,Wayne Causey,1,No Change
1967,Wayne Comer,1,No Change
1967,Weldon Bowlin,1,No Change
1967,Wes Parker,1,No Change
1967,Wes Stock,1,No Change
1967,Whitey Ford,1,No Change
1967,Wilbur Wood,1,No Change
1967,Willie Crawford,1,No Change
1967,Willie Davis,1,No Change
1967,Willie Horton,1,No Change
1967,Willie Mays,1,No Change
1967,Willie McCovey,1,No Change
1967,Willie Smith,1,No Change
1967,Willie Stargell,1,No Change
1967,Woodie Fryman,1,No Change
1967,Woodie Held,2,Utility Tryout
1967,Woody Woodward,1,No Change
1967,Zoilo Versalles,1,No Change
1968,Adolfo Phillips,1,No Change
1968,Al Downing,1,No Change
1968,Al Ferrara,1,No Change
1968,Al Jackson,1,No Change
1968,Al Kaline,1,No Change
1968,Al McBean,1,No Change
1968,Al Oliver,1,No Change
1968,Al Santorini,1,No Change
1968,Al Spangler,1,No Change
1968,Al Weis,1,No Change
1968,Al Worthington,1,No Change
1968,Alan Foster,1,No Change
1968,Alex Johnson,1,No Change
1968,Allan Lewis,1,No Change
1968,Andy Etchebarren,1,No Change
1968,Andy Kosco,1,No Change
1968,Andy Messersmith,1,No Change
1968,Archie Reynolds,1,No Change
1968,Art Shamsky,1,No Change
1968,Aurelio Rodriguez,1,No Change
1968,Barry Moore,1,No Change
1968,Bart Shirley,1,No Change
1968,Bernie Allen,1,No Change
1968,Bert Campaneris,1,No Change
1968,Bill Connors,1,No Change
1968,Bill Denehy,1,No Change
1968,Bill Freehan,1,No Change
1968,Bill Hands,1,No Change
1968,Bill Harrelson,1,No Change
1968,Bill Haywood,1,No Change
1968,Bill Henry,2,Utility Tryout
1968,Bill Kelso,1,No Change
1968,Bill Landis,1,No Change
1968,Bill Mazeroski,1,No Change
1968,Bill Melton,1,No Change
1968,Bill Monbouquette,2,Utility Tryout
1968,Bill Plummer,1,No Change
1968,Bill Robinson,1,No Change
1968,Bill Short,1,No Change
1968,Bill Singer,1,No Change
1968,Bill Stoneman,1,No Change
1968,Bill Sudakis,1,No Change
1968,Bill Virdon,1,No Change
1968,Bill Voss,1,No Change
1968,Bill White,1,No Change
1968,Billy Bryan,1,No Change
1968,Billy Harris,1,No Change
1968,Billy McCool,1,No Change
1968,Billy Rohr,1,No Change
1968,Billy Williams,1,No Change
1968,Billy Wynne,1,No Change
1968,Blue Moon Odom,1,No Change
1968,Bob Allison,1,No Change
1968,Bob Aspromonte,1,No Change
1968,Bob Bailey,1,No Change
1968,Bob Barton,1,No Change
1968,Bob Christian,1,No Change
1968,Bob Gibson,1,No Change
1968,Bob Heffner,1,No Change
1968,Bob Heise,1,No Change
1968,Bob Humphreys,1,No Change
1968,Bob Johnson,2,Utility Tryout
1968,Bob Lee,1,No Change
1968,Bob Locker,1,No Change
1968,Bob Miller,1,No Change
1968,Bob Moose,1,No Change
1968,Bob Priddy,1,No Change
1968,Bob Schroder,1,No Change
1968,Bob Tillman,1,No Change
1968,Bob Veale,1,No Change
1968,Bob Watson,1,No Change
1968,Bobby Bolin,1,No Change
1968,Bobby Bonds,1,No Change
1968,Bobby Cox,1,No Change
1968,Bobby Floyd,1,No Change
1968,Bobby Knoop,1,No Change
1968,Bobby Locke,1,No Change
1968,Bobby Tiefenauer,1,No Change
1968,Bobby Tolan,1,No Change
1968,Bobby Trevino,1,No Change
1968,Bobby Wine,1,No Change
1968,Boog Powell,1,No Change
1968,Brant Alyea,1,No Change
1968,Brooks Robinson,1,No Change
1968,Bruce Dal Canton,1,No Change
1968,Bruce Howard,2,Utility Tryout
1968,Bruce Look,1,No Change
1968,Bubba Morton,1,No Change
1968,Buck Rodgers,1,No Change
1968,Bud Harrelson,1,No Change
1968,Buddy Booker,1,No Change
1968,Buddy Bradford,1,No Change
1968,Buzz Stephen,1,No Change
1968,Byron Browne,1,No Change
1968,Cal Koonce,1,No Change
1968,Camilo Pascual,1,No Change
1968,Cap Peterson,1,No Change
1968,Carl Taylor,1,No Change
1968,Carl Yastrzemski,1,No Change
1968,Carlos May,1,No Change
1968,Casey Cox,1,No Change
1968,Catfish Hunter,1,No Change
1968,Cecil Upshaw,1,No Change
1968,Cesar Tovar,1,No Change
1968,Charley Smith,1,No Change
1968,Chico Ruiz,1,No Change
1968,Chico Salmon,1,No Change
1968,Chris Cannizzaro,1,No Change
1968,Chris Short,1,No Change
1968,Chuck Cottier,1,No Change
1968,Chuck Dobson,1,No Change
1968,Chuck Hartenstein,1,No Change
1968,Chuck Hiller,1,No Change
1968,Chuck Hinton,1,No Change
1968,Cisco Carlos,1,No Change
1968,Clarence Jones,1,No Change
1968,Claude Osteen,1,No Change
1968,Claude Raymond,1,No Change
1968,Clay Carroll,2,Utility Tryout
1968,Clay Dalrymple,1,No Change
1968,Cleo James,1,No Change
1968,Cleon Jones,1,No Change
1968,Clete Boyer,1,No Change
1968,Clyde Wright,1,No Change
1968,Cookie Rojas,1,No Change
1968,Curt Blefary,1,No Change
1968,Curt Flood,1,No Change
1968,Curt Motton,1,No Change
1968,Dal Maxvill,1,No Change
1968,Dalton Jones,1,No Change
1968,Dan McGinn,1,No Change
1968,Danny Cater,1,No Change
1968,Danny Coombs,1,No Change
1968,Danny Frisella,1,No Change
1968,Danny Lazar,1,No Change
1968,Danny Morris,1,No Change
1968,Danny Walton,1,No Change
1968,Darcy Fast,1,No Change
1968,Darold Knowles,1,No Change
1968,Darrell Brandon,1,No Change
1968,Darrell Sutherland,1,No Change
1968,Daryl Patterson,1,No Change
1968,Dave Adlesh,1,No Change
1968,Dave Baldwin,1,No Change
1968,Dave Boswell,1,No Change
1968,Dave Campbell,1,No Change
1968,Dave Duncan,1,No Change
1968,Dave Giusti,1,No Change
1968,Dave Leonhard,1,No Change
1968,Dave Marshall,1,No Change
1968,Dave May,1,No Change
1968,Dave McNally,1,No Change
1968,Dave Morehead,1,No Change
1968,Dave Nelson,1,No Change
1968,Dave Ricketts,1,No Change
1968,Dave Wickersham,1,No Change
1968,Davey Johnson,1,No Change
1968,Dean Chance,1,No Change
1968,Del Unser,1,No Change
1968,Denis Menke,1,No Change
1968,Dennis Bennett,1,No Change
1968,Dennis Higgins,1,No Change
1968,Dennis Ribant,2,Utility Tryout
1968,Denny Lemaster,1,No Change
1968,Denny McLain,1,No Change
1968,Deron Johnson,1,No Change
1968,Dick Allen,1,No Change
1968,Dick Billings,1,No Change
1968,Dick Bosman,1,No Change
1968,Dick Dietz,1,No Change
1968,Dick Ellsworth,1,No Change
1968,Dick Green,1,No Change
1968,Dick Hall,1,No Change
1968,Dick Howser,1,No Change
1968,Dick Hughes,1,No Change
1968,Dick Kelley,1,No Change
1968,Dick Kenworthy,1,No Change
1968,Dick McAuliffe,1,No Change
1968,Dick Nen,1,No Change
1968,Dick Schofield,1,No Change
1968,Dick Selma,1,No Change
1968,Dick Simpson,2,Utility Tryout
1968,Dick Tracewski,1,No Change
1968,Diego Segui,1,No Change
1968,Dock Ellis,1,No Change
1968,Don Bosch,1,No Change
1968,Don Buford,1,No Change
1968,Don Cardwell,1,No Change
1968,Don Drysdale,1,No Change
1968,Don Kessinger,1,No Change
1968,Don Lock,1,No Change
1968,Don Mason,1,No Change
1968,Don McMahon,2,Utility Tryout
1968,Don Mincher,1,No Change
1968,Don Money,1,No Change
1968,Don Pavletich,1,No Change
1968,Don Shaw,1,No Change
1968,Don Sutton,1,No Change
1968,Don Wert,1,No Change
1968,Don Wilson,1,No Change
1968,Donn Clendenon,1,No Change
1968,Dooley Womack,1,No Change
1968,Doug Clemens,1,No Change
1968,Doug Rader,1,No Change
1968,Duane Josephson,1,No Change
1968,Duffy Dyer,1,No Change
1968,Duke Sims,1,No Change
1968,Dusty Baker,1,No Change
1968,Earl Wilson,1,No Change
1968,Ed Brinkman,1,No Change
1968,Ed Charles,1,No Change
1968,Ed Kirkpatrick,1,No Change
1968,Ed Kranepool,1,No Change
1968,Ed Spiezio,1,No Change
1968,Ed Sprague,1,No Change
1968,Ed Stroud,1,No Change
1968,Eddie Fisher,1,No Change
1968,Eddie Leon,1,No Change
1968,Eddie Mathews,1,No Change
1968,Eddie Watt,1,No Change
1968,Ellie Rodriguez,1,No Change
1968,Elrod Hendricks,1,No Change
1968,Elston Howard,1,No Change
1968,Ernie Banks,1,No Change
1968,Felipe Alou,1,No Change
1968,Felix Millan,1,No Change
1968,Fergie Jenkins,1,No Change
1968,Floyd Robinson,2,Utility Tryout
1968,Floyd Wicker,1,No Change
1968,Frank Bertaina,1,No Change
1968,Frank Coggins,1,No Change
1968,Frank Fernandez,1,No Change
1968,Frank Howard,1,No Change
1968,Frank Johnson,1,No Change
1968,Frank Kostro,1,No Change
1968,Frank Linzy,1,No Change
1968,Frank Quilici,1,No Change
1968,Frank Reberger,1,No Change
1968,Frank Robinson,1,No Change
1968,Fred Beene,1,No Change
1968,Fred Gladding,1,No Change
1968,Fred Lasher,1,No Change
1968,Fred Rath,1,No Change
1968,Fred Talbot,1,No Change
1968,Fred Valentine,2,Utility Tryout
1968,Fred Wenz,1,No Change
1968,Fred Whitfield,1,No Change
1968,Freddie Patek,1,No Change
1968,Fritz Peterson,1,No Change
1968,Gail Hopkins,1,No Change
1968,Garry Roggenburk,1,No Change
1968,Gary Bell,1,No Change
1968,Gary Holman,1,No Change
1968,Gary Kolb,1,No Change
1968,Gary Nolan,1,No Change
1968,Gary Peters,1,No Change
1968,Gary Ross,1,No Change
1968,Gary Sutherland,1,No Change
1968,Gary Wagner,1,No Change
1968,Gary Waslewski,1,No Change
1968,Gates Brown,1,No Change
1968,Gaylord Perry,1,No Change
1968,Gene Alley,1,No Change
1968,Gene Brabender,1,No Change
1968,Gene Martin,1,No Change
1968,Gene Michael,1,No Change
1968,Gene Oliver,2,Utility Tryout
1968,George Brunet,1,No Change
1968,George Culver,1,No Change
1968,George Lauzerique,1,No Change
1968,George Mitterwald,1,No Change
1968,George Scott,1,No Change
1968,George Stone,1,No Change
1968,George Thomas,1,No Change
1968,Gerry Arrigo,1,No Change
1968,Gerry Schoen,1,No Change
1968,Gil Garrido,1,No Change
1968,Glenn Beckert,1,No Change
1968,Graig Nettles,1,No Change
1968,Grant Jackson,1,No Change
1968,Greg Goossen,1,No Change
1968,Hal Gilson,2,Utility Tryout
1968,Hal King,1,No Change
1968,Hal Kurtz,1,No Change
1968,Hal Lanier,1,No Change
1968,Hal McRae,1,No Change
1968,Hank Aaron,1,No Change
1968,Hank Aguirre,1,No Change
1968,Hank Allen,1,No Change
1968,Harmon Killebrew,1,No Change
1968,Hector Torres,1,No Change
1968,Horace Clarke,1,No Change
1968,Horacio Pina,1,No Change
1968,Howie Bedell,1,No Change
1968,Hoyt Wilhelm,1,No Change
1968,Ivan Murrell,1,No Change
1968,J. C. Martin,1,No Change
1968,Jack Aker,1,No Change
1968,Jack Billingham,1,No Change
1968,Jack Fisher,1,No Change
1968,Jack Hamilton,1,No Change
1968,Jack Hiatt,1,No Change
1968,Jack Lamabe,1,No Change
1968,Jackie Hernandez,1,No Change
1968,Jake Gibbs,1,No Change
1968,Jarvis Tatum,1,No Change
1968,Jay Johnstone,1,No Change
1968,Jay Ritchie,1,No Change
1968,Jeff James,1,No Change
1968,Jeff Torborg,1,No Change
1968,Jerry Adair,1,No Change
1968,Jerry Buchek,1,No Change
1968,Jerry Grote,1,No Change
1968,Jerry Johnson,1,No Change
1968,Jerry Koosman,1,No Change
1968,Jerry May,1,No Change
1968,Jerry McNertney,1,No Change
1968,Jerry Moses,1,No Change
1968,Jerry Nyman,1,No Change
1968,Jerry Stephenson,1,No Change
1968,Jerry Zimmerman,1,No Change
1968,Jesus Alou,1,No Change
1968,Jim Beauchamp,1,No Change
1968,Jim Bouton,1,No Change
1968,Jim Brewer,1,No Change
1968,Jim Britton,1,No Change
1968,Jim Bunning,1,No Change
1968,Jim Campanis,1,No Change
1968,Jim Davenport,1,No Change
1968,Jim Fairey,1,No Change
1968,Jim Fregosi,1,No Change
1968,Jim French,1,No Change
1968,Jim Gosger,1,No Change
1968,Jim Hannan,1,No Change
1968,Jim Hardin,1,No Change
1968,Jim Hickman,1,No Change
1968,Jim Holt,1,No Change
1968,Jim Kaat,1,No Change
1968,Jim Lefebvre,1,No Change
1968,Jim Lonborg,1,No Change
1968,Jim Maloney,1,No Change
1968,Jim McAndrew,1,No Change
1968,Jim McGlothlin,1,No Change
1968,Jim Merritt,1,No Change
1968,Jim Miles,1,No Change
1968,Jim Nash,1,No Change
1968,Jim Northrup,1,No Change
1968,Jim Pagliaroni,1,No Change
1968,Jim Perry,1,No Change
1968,Jim Price,1,No Change
1968,Jim Ray,1,No Change
1968,Jim Ray Hart,1,No Change
1968,Jim Roland,1,No Change
1968,Jim Rooker,1,No Change
1968,Jim Spencer,1,No Change
1968,Jim Weaver,1,No Change
1968,Jim Wynn,1,No Change
1968,Jimmie Hall,2,Utility Tryout
1968,Jimmie Schaffer,1,No Change
1968,Jimmy McMath,1,No Change
1968,Joe Azcue,1,No Change
1968,Joe Coleman,1,No Change
1968,Joe Foy,1,No Change
1968,Joe Gibbon,1,No Change
1968,Joe Hague,1,No Change
1968,Joe Hoerner,1,No Change
1968,Joe Horlen,1,No Change
1968,Joe Keough,1,No Change
1968,Joe Lahoud,1,No Change
1968,Joe Moeller,1,No Change
1968,Joe Morgan,1,No Change
1968,Joe Niekro,1,No Change
1968,Joe Pepitone,1,No Change
1968,Joe Rudi,1,No Change
1968,Joe Sparma,1,No Change
1968,Joe Torre,1,No Change
1968,Joe Verbanic,1,No Change
1968,John Bateman,1,No Change
1968,John Boccabella,1,No Change
1968,John Boozer,1,No Change
1968,John Briggs,1,No Change
1968,John Buzhardt,1,No Change
1968,John Cumberland,1,No Change
1968,John Donaldson,1,No Change
1968,John Felske,1,No Change
1968,John Hiller,1,No Change
1968,John Mayberry,1,No Change
1968,John Morris,1,No Change
1968,John O'Donoghue,1,No Change
1968,John Purdin,1,No Change
1968,John Roseboro,1,No Change
1968,John Stephenson,1,No Change
1968,John Sullivan,1,No Change
1968,John Tsitouris,1,No Change
1968,John Upham,1,No Change
1968,John Wyatt,3,Utility Tryout
1968,Johnny Bench,1,No Change
1968,Johnny Callison,1,No Change
1968,Johnny Edwards,1,No Change
1968,Jon Warden,1,No Change
1968,Jophery Brown,1,No Change
1968,Jose Arcia,1,No Change
1968,Jose Cardenal,1,No Change
1968,Jose Herrera,1,No Change
1968,Jose Pagan,1,No Change
1968,Jose Santiago,1,No Change
1968,Jose Tartabull,1,No Change
1968,Jose Vidal,1,No Change
1968,Juan Marichal,1,No Change
1968,Juan Pizarro,2,Utility Tryout
1968,Julian Javier,1,No Change
1968,Julio Gotay,1,No Change
1968,Ken Berry,1,No Change
1968,Ken Boswell,1,No Change
1968,Ken Boyer,2,Utility Tryout
1968,Ken Harrelson,1,No Change
1968,Ken Henderson,1,No Change
1968,Ken Holtzman,1,No Change
1968,Ken Johnson,1,No Change
1968,Ken McMullen,1,No Change
1968,Ken Sanders,1,No Change
1968,Ken Suarez,1,No Change
1968,Kevin Collins,1,No Change
1968,Larry Brown,1,No Change
1968,Larry Colton,1,No Change
1968,Larry Dierker,1,No Change
1968,Larry Haney,1,No Change
1968,Larry Hisle,1,No Change
1968,Larry Jackson,1,No Change
1968,Larry Jaster,1,No Change
1968,Larry Sherry,1,No Change
1968,Larry Stahl,1,No Change
1968,Lee Elia,1,No Change
1968,Lee May,1,No Change
1968,Lee Maye,1,No Change
1968,Lee Stange,1,No Change
1968,Lee Thomas,1,No Change
1968,Len Gabrielson,1,No Change
1968,Lenny Green,1,No Change
1968,Leo Cardenas,1,No Change
1968,Leon McFadden,1,No Change
